atl:1:BX571856.1	0	0	.	.	Original name was atl:1:BX571856.1
atl:2:BA000018.3	0	0	.	.	Original name was atl:2:BA000018.3
atl:3:CP000730.1	0	0	.	.	Original name was atl:3:CP000730.1
atl:4:BA000033.2	0	0	.	.	Original name was atl:4:BA000033.2
atl:5:CP000046.1	0	0	.	.	Original name was atl:5:CP000046.1
atl:6:AJ938182.1	0	0	.	.	Original name was atl:6:AJ938182.1
atl:7:CP001781.1	0	0	.	.	Original name was atl:7:CP001781.1
atl:8:AP009351.1	0	0	.	.	Original name was atl:8:AP009351.1
atl:8:CP002120.1	0	0	.	.	Original name was atl:8:CP002120.1
atl:9:CP002114.2	0	0	.	.	Original name was atl:9:CP002114.2
atl:10:CP003194.1	0	0	.	.	Original name was atl:10:CP003194.1
atl:11:HE681097.1	0	0	.	.	Original name was atl:11:HE681097.1
atl:12:FR821779.1	0	0	.	.	Original name was atl:12:FR821779.1
atl:13:FN433596.1	0	0	.	.	Original name was atl:13:FN433596.1
atl:14:CP003166.1	0	0	.	.	Original name was atl:14:CP003166.1
atl:15:AM990992.1	0	0	.	.	Original name was atl:15:AM990992.1
clfA:1:AP009351.1	0	0	.	.	Original name was clfA:1:AP009351.1
clfA:2:BA000033.2	0	0	.	.	Original name was clfA:2:BA000033.2
clfA:3:AJ938182.1	0	0	.	.	Original name was clfA:3:AJ938182.1
clfA:4:CP000730.1	0	0	.	.	Original name was clfA:4:CP000730.1
clfA:5:BX571856.1	0	0	.	.	Original name was clfA:5:BX571856.1
clfA:6:BA000018.3	0	0	.	.	Original name was clfA:6:BA000018.3
clfA:7:CP001781.1	0	0	.	.	Original name was clfA:7:CP001781.1
clfA:8:CP001996.1	0	0	.	.	Original name was clfA:8:CP001996.1
clfA:9:CP003194.1	0	0	.	.	Original name was clfA:9:CP003194.1
clfA:10:HE681097.1	0	0	.	.	Original name was clfA:10:HE681097.1
clfA:11:CP002110.1	0	0	.	.	Original name was clfA:11:CP002110.1
clfA:12:FR821779.1	0	0	.	.	Original name was clfA:12:FR821779.1
clfA:13:FN433596.1	0	0	.	.	Original name was clfA:13:FN433596.1
clfA:14:CP003166.1	0	0	.	.	Original name was clfA:14:CP003166.1
clfA:15:AM990992.1	0	0	.	.	Original name was clfA:15:AM990992.1
clfB:1:AP009351.1	0	0	.	.	Original name was clfB:1:AP009351.1
